generated_file,speaker_id,segment_order,source_file,emotion_code,emotion_name,start_sec,end_sec,duration_sec
10NNAT001.wav,10,1,10a01Nb.wav,N,neutral,0.0,1.807187,1.807187
10NNAT001.wav,10,2,10a02Na.wav,N,neutral,1.807187,3.465813,1.658625
10NNAT001.wav,10,3,10a05Aa.wav,A,fear,3.465813,6.069937,2.604125
10NNAT001.wav,10,4,10a05Tb.wav,T,sadness,6.069937,9.403875,3.333938
10AALL002.wav,10,1,10a02Ab.wav,A,fear,0.0,1.607938,1.607938
10AALL002.wav,10,2,10a07Aa.wav,A,fear,1.607938,3.204,1.596062
10AALL002.wav,10,3,10a07La.wav,L,boredom,3.204,5.194187,1.990187
10AALL002.wav,10,4,10b01Lb.wav,L,boredom,5.194187,7.251125,2.056938
10LATF003.wav,10,1,10a02Lb.wav,L,boredom,0.0,1.5925,1.5925
10LATF003.wav,10,2,10a05Aa.wav,A,fear,1.5925,4.196625,2.604125
10LATF003.wav,10,3,10a05Tb.wav,T,sadness,4.196625,7.530563,3.333938
10LATF003.wav,10,4,10b10Fc.wav,F,happiness,7.530563,9.742313,2.21175
10FWLT004.wav,10,1,10a04Fd.wav,F,happiness,0.0,1.537187,1.537187
10FWLT004.wav,10,2,10a04Wb.wav,W,anger,1.537187,3.348562,1.811375
10FWLT004.wav,10,3,10a07La.wav,L,boredom,3.348562,5.33875,1.990187
10FWLT004.wav,10,4,10b03Tb.wav,T,sadness,5.33875,9.095125,3.756375
10WTNL005.wav,10,1,10a02Wa.wav,W,anger,0.0,2.102688,2.102688
10WTNL005.wav,10,2,10a07Ta.wav,T,sadness,2.102688,4.0585,1.955812
10WTNL005.wav,10,3,10b02Na.wav,N,neutral,4.0585,6.7805,2.722
10WTNL005.wav,10,4,10b03La.wav,L,boredom,6.7805,10.609625,3.829125
10WATN006.wav,10,1,10a04Wa.wav,W,anger,0.0,2.853375,2.853375
10WATN006.wav,10,2,10a05Aa.wav,A,fear,2.853375,5.4575,2.604125
10WATN006.wav,10,3,10a05Tb.wav,T,sadness,5.4575,8.791438,3.333938
10WATN006.wav,10,4,10b02Na.wav,N,neutral,8.791438,11.513438,2.722
10ANLL007.wav,10,1,10a05Aa.wav,A,fear,0.0,2.604125,2.604125
10ANLL007.wav,10,2,10b02Na.wav,N,neutral,2.604125,5.326125,2.722
10ANLL007.wav,10,3,10b09Lb.wav,L,boredom,5.326125,8.275187,2.949063
10ANLL007.wav,10,4,10b10Lc.wav,L,boredom,8.275187,10.545125,2.269938
10AFWT008.wav,10,1,10a01Ac.wav,A,fear,0.0,1.6795,1.6795
10AFWT008.wav,10,2,10a02Fa.wav,F,happiness,1.6795,3.2035,1.524
10AFWT008.wav,10,3,10a02Wa.wav,W,anger,3.2035,5.306188,2.102688
10AFWT008.wav,10,4,10b03Tb.wav,T,sadness,5.306188,9.062563,3.756375
10NWWW009.wav,10,1,10a01Nb.wav,N,neutral,0.0,1.807187,1.807187
10NWWW009.wav,10,2,10a04Wa.wav,W,anger,1.807187,4.660563,2.853375
10NWWW009.wav,10,3,10a04Wb.wav,W,anger,4.660563,6.471938,1.811375
10NWWW009.wav,10,4,10b03Wb.wav,W,anger,6.471938,10.957438,4.4855
10WLT010.wav,10,1,10a04Wa.wav,W,anger,0.0,2.853375,2.853375
10WLT010.wav,10,2,10a05Ld.wav,L,boredom,2.853375,6.149125,3.29575
10WLT010.wav,10,3,10a07Ta.wav,T,sadness,6.149125,8.104938,1.955812
10NAFN011.wav,10,1,10a04Nb.wav,N,neutral,0.0,2.049937,2.049937
10NAFN011.wav,10,2,10b01Aa.wav,A,fear,2.049937,4.1375,2.087563
10NAFN011.wav,10,3,10b01Fa.wav,F,happiness,4.1375,6.570563,2.433063
10NAFN011.wav,10,4,10b02Na.wav,N,neutral,6.570563,9.292563,2.722
10NTAW012.wav,10,1,10a02Na.wav,N,neutral,0.0,1.658625,1.658625
10NTAW012.wav,10,2,10b03Tb.wav,T,sadness,1.658625,5.415,3.756375
10NTAW012.wav,10,3,10b09Ad.wav,A,fear,5.415,7.391813,1.976813
10NTAW012.wav,10,4,10b10Wa.wav,W,anger,7.391813,10.038,2.646187
10LAWL013.wav,10,1,10a02Lb.wav,L,boredom,0.0,1.5925,1.5925
10LAWL013.wav,10,2,10a05Aa.wav,A,fear,1.5925,4.196625,2.604125
10LAWL013.wav,10,3,10a07Wb.wav,W,anger,4.196625,6.170063,1.973437
10LAWL013.wav,10,4,10b03La.wav,L,boredom,6.170063,9.999187,3.829125
10AFAA014.wav,10,1,10a02Ab.wav,A,fear,0.0,1.607938,1.607938
