generated_file,speaker_id,segment_order,source_file,emotion_code,emotion_name,start_sec,end_sec,duration_sec
13FNF001.wav,13,1,13a07Fd.wav,F,happiness,0.0,2.012437,2.012437
13FNF001.wav,13,2,13b01Nc.wav,N,neutral,2.012437,4.443437,2.431
13FNF001.wav,13,3,13b09Fb.wav,F,happiness,4.443437,7.31725,2.873813
13WFA002.wav,13,1,13a05Wa.wav,W,anger,0.0,2.884562,2.884562
13WFA002.wav,13,2,13a07Fd.wav,F,happiness,2.884562,4.897,2.012437
13WFA002.wav,13,3,13b03Ac.wav,A,fear,4.897,8.205312,3.308312
13WAF003.wav,13,1,13a02Wa.wav,W,anger,0.0,1.669,1.669
13WAF003.wav,13,2,13b03Ac.wav,A,fear,1.669,4.977313,3.308312
13WAF003.wav,13,3,13b03Fd.wav,F,happiness,4.977313,8.90825,3.930938
13ENAF004.wav,13,1,13a01Ec.wav,E,disgust,0.0,2.327688,2.327688
13ENAF004.wav,13,2,13a02Nc.wav,N,neutral,2.327688,3.886,1.558312
13ENAF004.wav,13,3,13b01Ab.wav,A,fear,3.886,6.109312,2.223313
13ENAF004.wav,13,4,13b09Fc.wav,F,happiness,6.109312,9.071562,2.96225
13ANAA005.wav,13,1,13a02Ad.wav,A,fear,0.0,1.463375,1.463375
13ANAA005.wav,13,2,13a05Nb.wav,N,neutral,1.463375,4.651125,3.18775
13ANAA005.wav,13,3,13b01Ab.wav,A,fear,4.651125,6.874438,2.223313
13ANAA005.wav,13,4,13b03Ac.wav,A,fear,6.874438,10.18275,3.308312
13FLFL006.wav,13,1,13a01Fd.wav,F,happiness,0.0,1.880937,1.880937
13FLFL006.wav,13,2,13a05Lc.wav,L,boredom,1.880937,5.23375,3.352813
13FLFL006.wav,13,3,13b09Fc.wav,F,happiness,5.23375,8.196,2.96225
13FLFL006.wav,13,4,13b09La.wav,L,boredom,8.196,10.786188,2.590187
13ATWW007.wav,13,1,13a02Ad.wav,A,fear,0.0,1.463375,1.463375
13ATWW007.wav,13,2,13a05Tc.wav,T,sadness,1.463375,5.91475,4.451375
13ATWW007.wav,13,3,13a07Wb.wav,W,anger,5.91475,8.172375,2.257625
13ATWW007.wav,13,4,13b02Wa.wav,W,anger,8.172375,10.583437,2.411062
13TWNN008.wav,13,1,13a04Ta.wav,T,sadness,0.0,2.8525,2.8525
13TWNN008.wav,13,2,13a07Wb.wav,W,anger,2.8525,5.110125,2.257625
13TWNN008.wav,13,3,13b01Nc.wav,N,neutral,5.110125,7.541125,2.431
13TWNN008.wav,13,4,13b03Na.wav,N,neutral,7.541125,11.108125,3.567
13LFTL009.wav,13,1,13b02Lc.wav,L,boredom,0.0,3.804,3.804
13LFTL009.wav,13,2,13b03Fd.wav,F,happiness,3.804,7.734938,3.930938
13LFTL009.wav,13,3,13b03Td.wav,T,sadness,7.734938,12.711188,4.97625
13LFTL009.wav,13,4,13b09La.wav,L,boredom,12.711188,15.301375,2.590187
13NTW010.wav,13,1,13a01Nb.wav,N,neutral,0.0,1.515625,1.515625
13NTW010.wav,13,2,13a02Ta.wav,T,sadness,1.515625,3.379375,1.86375
13NTW010.wav,13,3,13a07Wb.wav,W,anger,3.379375,5.637,2.257625
13ENW011.wav,13,1,13a02Ec.wav,E,disgust,0.0,2.13625,2.13625
13ENW011.wav,13,2,13b10Nc.wav,N,neutral,2.13625,4.504062,2.367812
13ENW011.wav,13,3,13b10Wc.wav,W,anger,4.504062,7.187375,2.683312
13FAFE012.wav,13,1,13a02Fa.wav,F,happiness,0.0,2.074688,2.074688
13FAFE012.wav,13,2,13a05Aa.wav,A,fear,2.074688,4.866188,2.7915
13FAFE012.wav,13,3,13b01Fc.wav,F,happiness,4.866188,7.499188,2.633
13FAFE012.wav,13,4,13b03Ed.wav,E,disgust,7.499188,12.017313,4.518125
13ENWA013.wav,13,1,13a01Ec.wav,E,disgust,0.0,2.327688,2.327688
13ENWA013.wav,13,2,13a01Nb.wav,N,neutral,2.327688,3.843313,1.515625
13ENWA013.wav,13,3,13a01Wb.wav,W,anger,3.843313,6.205563,2.36225
13ENWA013.wav,13,4,13b01Ab.wav,A,fear,6.205563,8.428875,2.223313
13TAFN014.wav,13,1,13a04Ta.wav,T,sadness,0.0,2.8525,2.8525
13TAFN014.wav,13,2,13b01Ab.wav,A,fear,2.8525,5.075812,2.223313
13TAFN014.wav,13,3,13b02Fb.wav,F,happiness,5.075812,8.51775,3.441937
13TAFN014.wav,13,4,13b02Nb.wav,N,neutral,8.51775,11.304,2.78625
13NLWN015.wav,13,1,13a01Nb.wav,N,neutral,0.0,1.515625,1.515625
13NLWN015.wav,13,2,13a02Lc.wav,L,boredom,1.515625,3.299812,1.784188
13NLWN015.wav,13,3,13b02Wa.wav,W,anger,3.299812,5.710875,2.411062
13NLWN015.wav,13,4,13b10Nc.wav,N,neutral,5.710875,8.078687,2.367812
13LNA016.wav,13,1,13a07Lb.wav,L,boredom,0.0,2.264187,2.264187
13LNA016.wav,13,2,13b02Nb.wav,N,neutral,2.264187,5.050437,2.78625
13LNA016.wav,13,3,13b09Ab.wav,A,fear,5.050437,7.762187,2.71175
13ANFW017.wav,13,1,13a05Aa.wav,A,fear,0.0,2.7915,2.7915
13ANFW017.wav,13,2,13a07Na.wav,N,neutral,2.7915,4.703188,1.911687
13ANFW017.wav,13,3,13b03Fd.wav,F,happiness,4.703188,8.634125,3.930938
13ANFW017.wav,13,4,13b09Wa.wav,W,anger,8.634125,11.03375,2.399625
13ELWW018.wav,13,1,13a01Ec.wav,E,disgust,0.0,2.327688,2.327688
13ELWW018.wav,13,2,13a04Lb.wav,L,boredom,2.327688,4.5745,2.246812
13ELWW018.wav,13,3,13a05Wc.wav,W,anger,4.5745,7.964438,3.389937
13ELWW018.wav,13,4,13b02Wa.wav,W,anger,7.964438,10.3755,2.411062
13FAFF019.wav,13,1,13a07Fd.wav,F,happiness,0.0,2.012437,2.012437
13FAFF019.wav,13,2,13b03Ac.wav,A,fear,2.012437,5.32075,3.308312
13FAFF019.wav,13,3,13b03Fd.wav,F,happiness,5.32075,9.251688,3.930938
13FAFF019.wav,13,4,13b09Fb.wav,F,happiness,9.251688,12.1255,2.873813
13LWN020.wav,13,1,13a02Lc.wav,L,boredom,0.0,1.784188,1.784188
13LWN020.wav,13,2,13a02Wa.wav,W,anger,1.784188,3.453188,1.669
13LWN020.wav,13,3,13a07Na.wav,N,neutral,3.453188,5.364875,1.911687
13NWNF021.wav,13,1,13a02Nc.wav,N,neutral,0.0,1.558312,1.558312
13NWNF021.wav,13,2,13b02Wa.wav,W,anger,1.558312,3.969375,2.411062
13NWNF021.wav,13,3,13b03Na.wav,N,neutral,3.969375,7.536375,3.567
13NWNF021.wav,13,4,13b09Fb.wav,F,happiness,7.536375,10.410187,2.873813
13TLNW022.wav,13,1,13a05Tc.wav,T,sadness,0.0,4.451375,4.451375
13TLNW022.wav,13,2,13b02Lc.wav,L,boredom,4.451375,8.255375,3.804
13TLNW022.wav,13,3,13b09Na.wav,N,neutral,8.255375,10.92825,2.672875
13TLNW022.wav,13,4,13b09Wa.wav,W,anger,10.92825,13.327875,2.399625
13ELNW023.wav,13,1,13a01Ec.wav,E,disgust,0.0,2.327688,2.327688
13ELNW023.wav,13,2,13b03Lb.wav,L,boredom,2.327688,6.213,3.885312
13ELNW023.wav,13,3,13b03Na.wav,N,neutral,6.213,9.78,3.567
13ELNW023.wav,13,4,13b10Wa.wav,W,anger,9.78,11.980563,2.200563
13FFEN024.wav,13,1,13a07Fd.wav,F,happiness,0.0,2.012437,2.012437
13FFEN024.wav,13,2,13b09Fb.wav,F,happiness,2.012437,4.88625,2.873813
13FFEN024.wav,13,3,13b10Ec.wav,E,disgust,4.88625,7.734,2.84775
13FFEN024.wav,13,4,13b10Nc.wav,N,neutral,7.734,10.101812,2.367812
13WNL025.wav,13,1,13a01Wb.wav,W,anger,0.0,2.36225,2.36225
13WNL025.wav,13,2,13b03Na.wav,N,neutral,2.36225,5.92925,3.567
13WNL025.wav,13,3,13b10La.wav,L,boredom,5.92925,8.277687,2.348438
13LTFF026.wav,13,1,13a02Lc.wav,L,boredom,0.0,1.784188,1.784188
13LTFF026.wav,13,2,13a05Tc.wav,T,sadness,1.784188,6.235562,4.451375
13LTFF026.wav,13,3,13b01Fc.wav,F,happiness,6.235562,8.868562,2.633
13LTFF026.wav,13,4,13b09Fb.wav,F,happiness,8.868562,11.742375,2.873813
13TNE027.wav,13,1,13a05Tc.wav,T,sadness,0.0,4.451375,4.451375
13TNE027.wav,13,2,13a07Na.wav,N,neutral,4.451375,6.363062,1.911687
13TNE027.wav,13,3,13b01Ec.wav,E,disgust,6.363062,9.454937,3.091875
13WFEF028.wav,13,1,13a01Wb.wav,W,anger,0.0,2.36225,2.36225
13WFEF028.wav,13,2,13a02Fa.wav,F,happiness,2.36225,4.436937,2.074688
13WFEF028.wav,13,3,13b03Ed.wav,E,disgust,4.436937,8.955063,4.518125
13WFEF028.wav,13,4,13b09Fb.wav,F,happiness,8.955063,11.828875,2.873813
13EAFF029.wav,13,1,13a01Ea.wav,E,disgust,0.0,1.826875,1.826875
13EAFF029.wav,13,2,13a02Ad.wav,A,fear,1.826875,3.29025,1.463375
13EAFF029.wav,13,3,13a04Fc.wav,F,happiness,3.29025,5.073563,1.783313
13EAFF029.wav,13,4,13b09Fc.wav,F,happiness,5.073563,8.035813,2.96225
13LNN030.wav,13,1,13b02Lc.wav,L,boredom,0.0,3.804,3.804
13LNN030.wav,13,2,13b03Na.wav,N,neutral,3.804,7.371,3.567
13LNN030.wav,13,3,13b10Nc.wav,N,neutral,7.371,9.738812,2.367812
13TEE031.wav,13,1,13a05Tc.wav,T,sadness,0.0,4.451375,4.451375
13TEE031.wav,13,2,13b03Ed.wav,E,disgust,4.451375,8.9695,4.518125
13TEE031.wav,13,3,13b09Ec.wav,E,disgust,8.9695,11.65925,2.68975
13EFTW032.wav,13,1,13a01Ec.wav,E,disgust,0.0,2.327688,2.327688
13EFTW032.wav,13,2,13a02Fa.wav,F,happiness,2.327688,4.402375,2.074688
13EFTW032.wav,13,3,13a02Ta.wav,T,sadness,4.402375,6.266125,1.86375
13EFTW032.wav,13,4,13b09Wa.wav,W,anger,6.266125,8.66575,2.399625
13AAFW033.wav,13,1,13a04Ac.wav,A,fear,0.0,1.531375,1.531375
13AAFW033.wav,13,2,13b01Ab.wav,A,fear,1.531375,3.754688,2.223313
13AAFW033.wav,13,3,13b09Fc.wav,F,happiness,3.754688,6.716938,2.96225
13AAFW033.wav,13,4,13b10Wa.wav,W,anger,6.716938,8.9175,2.200563
13ATN034.wav,13,1,13a04Ac.wav,A,fear,0.0,1.531375,1.531375
13ATN034.wav,13,2,13a07Tc.wav,T,sadness,1.531375,3.873062,2.341687
13ATN034.wav,13,3,13b02Nb.wav,N,neutral,3.873062,6.659312,2.78625
13AAFW035.wav,13,1,13b01Ab.wav,A,fear,0.0,2.223313,2.223313
13AAFW035.wav,13,2,13b09Ab.wav,A,fear,2.223313,4.935062,2.71175
13AAFW035.wav,13,3,13b09Fc.wav,F,happiness,4.935062,7.897312,2.96225
13AAFW035.wav,13,4,13b10Wa.wav,W,anger,7.897312,10.097875,2.200563
13NWLW036.wav,13,1,13a05Nb.wav,N,neutral,0.0,3.18775,3.18775
13NWLW036.wav,13,2,13a07Wb.wav,W,anger,3.18775,5.445375,2.257625
13NWLW036.wav,13,3,13b03Lb.wav,L,boredom,5.445375,9.330687,3.885312
13NWLW036.wav,13,4,13b03Wc.wav,W,anger,9.330687,12.942562,3.611875
13ALEE037.wav,13,1,13a01Ac.wav,A,fear,0.0,1.561,1.561
13ALEE037.wav,13,2,13a05Lc.wav,L,boredom,1.561,4.913813,3.352813
13ALEE037.wav,13,3,13b01Ec.wav,E,disgust,4.913813,8.005688,3.091875
13ALEE037.wav,13,4,13b10Ec.wav,E,disgust,8.005688,10.853438,2.84775
13FWNL038.wav,13,1,13a01Fd.wav,F,happiness,0.0,1.880937,1.880937
13FWNL038.wav,13,2,13a02Wa.wav,W,anger,1.880937,3.549937,1.669
13FWNL038.wav,13,3,13b02Nb.wav,N,neutral,3.549937,6.336187,2.78625
13FWNL038.wav,13,4,13b03Lb.wav,L,boredom,6.336187,10.2215,3.885312
13ETAN039.wav,13,1,13a05Ea.wav,E,disgust,0.0,4.195938,4.195938
13ETAN039.wav,13,2,13a07Tc.wav,T,sadness,4.195938,6.537625,2.341687
13ETAN039.wav,13,3,13b03Ac.wav,A,fear,6.537625,9.845937,3.308312
13ETAN039.wav,13,4,13b10Nc.wav,N,neutral,9.845937,12.21375,2.367812
13ELLE040.wav,13,1,13a02Ec.wav,E,disgust,0.0,2.13625,2.13625
13ELLE040.wav,13,2,13a04Lb.wav,L,boredom,2.13625,4.383062,2.246812
13ELLE040.wav,13,3,13b09La.wav,L,boredom,4.383062,6.97325,2.590187
13ELLE040.wav,13,4,13b10Ec.wav,E,disgust,6.97325,9.821,2.84775
13EWNT041.wav,13,1,13a01Ea.wav,E,disgust,0.0,1.826875,1.826875
13EWNT041.wav,13,2,13a04Wc.wav,W,anger,1.826875,3.822312,1.995437
13EWNT041.wav,13,3,13b01Nc.wav,N,neutral,3.822312,6.253312,2.431
13EWNT041.wav,13,4,13b03Td.wav,T,sadness,6.253312,11.229563,4.97625
13ATL042.wav,13,1,13a02Ad.wav,A,fear,0.0,1.463375,1.463375
13ATL042.wav,13,2,13a04Ta.wav,T,sadness,1.463375,4.315875,2.8525
13ATL042.wav,13,3,13b01Ld.wav,L,boredom,4.315875,6.989688,2.673812
13LLF043.wav,13,1,13a04Lb.wav,L,boredom,0.0,2.246812,2.246812
13LLF043.wav,13,2,13b09La.wav,L,boredom,2.246812,4.837,2.590187
13LLF043.wav,13,3,13b10Fa.wav,F,happiness,4.837,6.995563,2.158562
13AWE044.wav,13,1,13b01Ab.wav,A,fear,0.0,2.223313,2.223313
13AWE044.wav,13,2,13b01Wa.wav,W,anger,2.223313,4.4755,2.252187
13AWE044.wav,13,3,13b03Ed.wav,E,disgust,4.4755,8.993625,4.518125
13AENA045.wav,13,1,13a02Ad.wav,A,fear,0.0,1.463375,1.463375
13AENA045.wav,13,2,13a05Ea.wav,E,disgust,1.463375,5.659313,4.195938
13AENA045.wav,13,3,13a07Na.wav,N,neutral,5.659313,7.571,1.911687
13AENA045.wav,13,4,13b09Ab.wav,A,fear,7.571,10.28275,2.71175
13FWTA046.wav,13,1,13a01Fd.wav,F,happiness,0.0,1.880937,1.880937
13FWTA046.wav,13,2,13a01Wb.wav,W,anger,1.880937,4.243187,2.36225
13FWTA046.wav,13,3,13a02Ta.wav,T,sadness,4.243187,6.106937,1.86375
13FWTA046.wav,13,4,13a04Ac.wav,A,fear,6.106937,7.638312,1.531375
13NFNE047.wav,13,1,13b03Na.wav,N,neutral,0.0,3.567,3.567
13NFNE047.wav,13,2,13b09Fb.wav,F,happiness,3.567,6.440812,2.873813
13NFNE047.wav,13,3,13b09Na.wav,N,neutral,6.440812,9.113687,2.672875
13NFNE047.wav,13,4,13b10Ec.wav,E,disgust,9.113687,11.961437,2.84775
13LWLF048.wav,13,1,13a01Lb.wav,L,boredom,0.0,2.005063,2.005063
13LWLF048.wav,13,2,13a02Wa.wav,W,anger,2.005063,3.674063,1.669
13LWLF048.wav,13,3,13a05Lc.wav,L,boredom,3.674063,7.026875,3.352813
13LWLF048.wav,13,4,13b03Fd.wav,F,happiness,7.026875,10.957813,3.930938
13EWFW049.wav,13,1,13a01Ea.wav,E,disgust,0.0,1.826875,1.826875
13EWFW049.wav,13,2,13a05Wa.wav,W,anger,1.826875,4.711437,2.884562
13EWFW049.wav,13,3,13a07Fd.wav,F,happiness,4.711437,6.723875,2.012437
13EWFW049.wav,13,4,13b10Wa.wav,W,anger,6.723875,8.924437,2.200563
13LNAW050.wav,13,1,13a02Lc.wav,L,boredom,0.0,1.784188,1.784188
13LNAW050.wav,13,2,13a02Nc.wav,N,neutral,1.784188,3.3425,1.558312
13LNAW050.wav,13,3,13b09Ab.wav,A,fear,3.3425,6.05425,2.71175
13LNAW050.wav,13,4,13b10Wa.wav,W,anger,6.05425,8.254812,2.200563
13WWLF051.wav,13,1,13a05Wa.wav,W,anger,0.0,2.884562,2.884562
13WWLF051.wav,13,2,13a05Wc.wav,W,anger,2.884562,6.2745,3.389937
13WWLF051.wav,13,3,13b01Ld.wav,L,boredom,6.2745,8.948313,2.673812
13WWLF051.wav,13,4,13b02Fb.wav,F,happiness,8.948313,12.39025,3.441937
13NW052.wav,13,1,13a07Na.wav,N,neutral,0.0,1.911687,1.911687
13NW052.wav,13,2,13b02Wa.wav,W,anger,1.911687,4.32275,2.411062
13ETWA053.wav,13,1,13a02Ec.wav,E,disgust,0.0,2.13625,2.13625
13ETWA053.wav,13,2,13a05Tc.wav,T,sadness,2.13625,6.587625,4.451375
13ETWA053.wav,13,3,13a05Wa.wav,W,anger,6.587625,9.472187,2.884562
13ETWA053.wav,13,4,13b01Ab.wav,A,fear,9.472187,11.6955,2.223313
13FAA054.wav,13,1,13a01Fd.wav,F,happiness,0.0,1.880937,1.880937
