generated_file,speaker_id,segment_order,source_file,emotion_code,emotion_name,start_sec,end_sec,duration_sec
12NAWA001.wav,12,1,12a02Nb.wav,N,neutral,0.0,1.731937,1.731937
12NAWA001.wav,12,2,12b02Ad.wav,A,fear,1.731937,3.96325,2.231313
12NAWA001.wav,12,3,12b02Wb.wav,W,anger,3.96325,6.767375,2.804125
12NAWA001.wav,12,4,12b09Ac.wav,A,fear,6.767375,9.239313,2.471938
12LW002.wav,12,1,12a05Lb.wav,L,boredom,0.0,3.827688,3.827688
12LW002.wav,12,2,12b02Wa.wav,W,anger,3.827688,6.611438,2.78375
12FNEW003.wav,12,1,12a01Fb.wav,F,happiness,0.0,1.863625,1.863625
12FNEW003.wav,12,2,12a05Nd.wav,N,neutral,1.863625,5.0495,3.185875
12FNEW003.wav,12,3,12b02Ea.wav,E,disgust,5.0495,10.6165,5.567
12FNEW003.wav,12,4,12b10Wa.wav,W,anger,10.6165,13.165813,2.549313
12LWTT004.wav,12,1,12a01Lb.wav,L,boredom,0.0,1.886562,1.886562
12LWTT004.wav,12,2,12a04Wc.wav,W,anger,1.886562,3.464187,1.577625
12LWTT004.wav,12,3,12b03Ta.wav,T,sadness,3.464187,9.4605,5.996313
12LWTT004.wav,12,4,12b09Td.wav,T,sadness,9.4605,14.874375,5.413875
12WEW005.wav,12,1,12b01Wa.wav,W,anger,0.0,2.23725,2.23725
12WEW005.wav,12,2,12b02Ea.wav,E,disgust,2.23725,7.80425,5.567
12WEW005.wav,12,3,12b10Wa.wav,W,anger,7.80425,10.353562,2.549313
12AAWA006.wav,12,1,12a02Ac.wav,A,fear,0.0,1.2255,1.2255
12AAWA006.wav,12,2,12a05Ab.wav,A,fear,1.2255,4.459625,3.234125
12AAWA006.wav,12,3,12b01Wa.wav,W,anger,4.459625,6.696875,2.23725
12AAWA006.wav,12,4,12b10Ac.wav,A,fear,6.696875,8.727375,2.0305
12WFL007.wav,12,1,12b01Wa.wav,W,anger,0.0,2.23725,2.23725
12WFL007.wav,12,2,12b02Fb.wav,F,happiness,2.23725,5.54125,3.304
12WFL007.wav,12,3,12b03La.wav,L,boredom,5.54125,9.486,3.94475
12ATW008.wav,12,1,12a02Ac.wav,A,fear,0.0,1.2255,1.2255
12ATW008.wav,12,2,12a05Ta.wav,T,sadness,1.2255,6.58575,5.36025
12ATW008.wav,12,3,12b01Wa.wav,W,anger,6.58575,8.823,2.23725
12FEN009.wav,12,1,12a01Fb.wav,F,happiness,0.0,1.863625,1.863625
12FEN009.wav,12,2,12a02Ec.wav,E,disgust,1.863625,5.15825,3.294625
12FEN009.wav,12,3,12a05Nd.wav,N,neutral,5.15825,8.344125,3.185875
12NTWA010.wav,12,1,12a02Nb.wav,N,neutral,0.0,1.731937,1.731937
12NTWA010.wav,12,2,12b01Ta.wav,T,sadness,1.731937,5.727375,3.995437
12NTWA010.wav,12,3,12b02Wd.wav,W,anger,5.727375,8.37725,2.649875
12NTWA010.wav,12,4,12b09Ac.wav,A,fear,8.37725,10.849187,2.471938
12WT011.wav,12,1,12a04Wc.wav,W,anger,0.0,1.577625,1.577625
12WT011.wav,12,2,12a05Ta.wav,T,sadness,1.577625,6.937875,5.36025
12ATWT012.wav,12,1,12a02Ac.wav,A,fear,0.0,1.2255,1.2255
12ATWT012.wav,12,2,12a05Ta.wav,T,sadness,1.2255,6.58575,5.36025
12ATWT012.wav,12,3,12b01Wa.wav,W,anger,6.58575,8.823,2.23725
12ATWT012.wav,12,4,12b09Td.wav,T,sadness,8.823,14.236875,5.413875
12NTLL013.wav,12,1,12a02Nb.wav,N,neutral,0.0,1.731937,1.731937
12NTLL013.wav,12,2,12a05Ta.wav,T,sadness,1.731937,7.092187,5.36025
12NTLL013.wav,12,3,12a07La.wav,L,boredom,7.092187,9.443437,2.35125
12NTLL013.wav,12,4,12b10Ld.wav,L,boredom,9.443437,12.463437,3.02
12FWWW014.wav,12,1,12a01Fb.wav,F,happiness,0.0,1.863625,1.863625
12FWWW014.wav,12,2,12b01Wa.wav,W,anger,1.863625,4.100875,2.23725
12FWWW014.wav,12,3,12b09Wc.wav,W,anger,4.100875,6.539062,2.438188
12FWWW014.wav,12,4,12b10Wa.wav,W,anger,6.539062,9.088375,2.549313
12WAWL015.wav,12,1,12a07Wa.wav,W,anger,0.0,2.33275,2.33275
12WAWL015.wav,12,2,12b09Ac.wav,A,fear,2.33275,4.804688,2.471938
12WAWL015.wav,12,3,12b09Wc.wav,W,anger,4.804688,7.242875,2.438188
12WAWL015.wav,12,4,12b10Ld.wav,L,boredom,7.242875,10.262875,3.02
12FNWW016.wav,12,1,12a01Fb.wav,F,happiness,0.0,1.863625,1.863625
12FNWW016.wav,12,2,12a05Nd.wav,N,neutral,1.863625,5.0495,3.185875
12FNWW016.wav,12,3,12a07Wa.wav,W,anger,5.0495,7.38225,2.33275
12FNWW016.wav,12,4,12b02Wb.wav,W,anger,7.38225,10.186375,2.804125
12LWTW017.wav,12,1,12a01Lb.wav,L,boredom,0.0,1.886562,1.886562
12LWTW017.wav,12,2,12b02Wb.wav,W,anger,1.886562,4.690688,2.804125
12LWTW017.wav,12,3,12b03Ta.wav,T,sadness,4.690688,10.687,5.996313
12LWTW017.wav,12,4,12b10Wa.wav,W,anger,10.687,13.236313,2.549313
12AWWW018.wav,12,1,12a02Ac.wav,A,fear,0.0,1.2255,1.2255
12AWWW018.wav,12,2,12a05Wb.wav,W,anger,1.2255,4.71075,3.48525
12AWWW018.wav,12,3,12a07Wa.wav,W,anger,4.71075,7.0435,2.33275
12AWWW018.wav,12,4,12b01Wa.wav,W,anger,7.0435,9.28075,2.23725
12WNWL019.wav,12,1,12a01Wc.wav,W,anger,0.0,2.358812,2.358812
12WNWL019.wav,12,2,12a02Nb.wav,N,neutral,2.358812,4.09075,1.731937
12WNWL019.wav,12,3,12b09Wc.wav,W,anger,4.09075,6.528937,2.438188
12WNWL019.wav,12,4,12b10Ld.wav,L,boredom,6.528937,9.548937,3.02
12WAT020.wav,12,1,12a04Wc.wav,W,anger,0.0,1.577625,1.577625
12WAT020.wav,12,2,12b09Ac.wav,A,fear,1.577625,4.049563,2.471938
12WAT020.wav,12,3,12b09Td.wav,T,sadness,4.049563,9.463438,5.413875
12ANW021.wav,12,1,12a02Ac.wav,A,fear,0.0,1.2255,1.2255
12ANW021.wav,12,2,12b02Na.wav,N,neutral,1.2255,4.207562,2.982063
12ANW021.wav,12,3,12b10Wa.wav,W,anger,4.207562,6.756875,2.549313
12LWT022.wav,12,1,12a01Lb.wav,L,boredom,0.0,1.886562,1.886562
12LWT022.wav,12,2,12a05Wb.wav,W,anger,1.886562,5.371812,3.48525
12LWT022.wav,12,3,12b01Ta.wav,T,sadness,5.371812,9.36725,3.995437
12ATWL023.wav,12,1,12a05Ab.wav,A,fear,0.0,3.234125,3.234125
12ATWL023.wav,12,2,12b01Ta.wav,T,sadness,3.234125,7.229563,3.995437
12ATWL023.wav,12,3,12b02Wd.wav,W,anger,7.229563,9.879437,2.649875
12ATWL023.wav,12,4,12b03La.wav,L,boredom,9.879437,13.824188,3.94475
