generated_file,speaker_id,segment_order,source_file,emotion_code,emotion_name,start_sec,end_sec,duration_sec
08WNW001.wav,08,1,08b01Wa.wav,W,anger,0.0,3.3085,3.3085
08WNW001.wav,08,2,08b10Nc.wav,N,neutral,3.3085,5.686562,2.378062
08WNW001.wav,08,3,08b10Wa.wav,W,anger,5.686562,8.821938,3.135375
08ATTT002.wav,08,1,08a02Ac.wav,A,fear,0.0,1.686313,1.686313
08ATTT002.wav,08,2,08a07Ta.wav,T,sadness,1.686313,5.149063,3.46275
08ATTT002.wav,08,3,08b02Tc.wav,T,sadness,5.149063,12.8285,7.679437
08ATTT002.wav,08,4,08b09Tb.wav,T,sadness,12.8285,19.579937,6.751437
08WAW003.wav,08,1,08a01Wa.wav,W,anger,0.0,1.612812,1.612812
08WAW003.wav,08,2,08b01Aa.wav,A,fear,1.612812,4.289687,2.676875
08WAW003.wav,08,3,08b09Wa.wav,W,anger,4.289687,7.45525,3.165563
08NT004.wav,08,1,08a02Na.wav,N,neutral,0.0,1.790625,1.790625
08NT004.wav,08,2,08b02Tc.wav,T,sadness,1.790625,9.470062,7.679437
08LNL005.wav,08,1,08a02La.wav,L,boredom,0.0,1.73375,1.73375
08LNL005.wav,08,2,08a02Na.wav,N,neutral,1.73375,3.524375,1.790625
08LNL005.wav,08,3,08a07La.wav,L,boredom,3.524375,6.048188,2.523813
08LNA006.wav,08,1,08a01Lc.wav,L,boredom,0.0,2.017063,2.017063
08LNA006.wav,08,2,08a01Na.wav,N,neutral,2.017063,3.781563,1.7645
08LNA006.wav,08,3,08b09Ab.wav,A,fear,3.781563,6.962813,3.18125
08WALT007.wav,08,1,08a01Wc.wav,W,anger,0.0,1.691,1.691
08WALT007.wav,08,2,08a02Ac.wav,A,fear,1.691,3.377313,1.686313
08WALT007.wav,08,3,08a04La.wav,L,boredom,3.377313,5.463188,2.085875
08WALT007.wav,08,4,08b02Tc.wav,T,sadness,5.463188,13.142625,7.679437
08TNNW008.wav,08,1,08a07Tb.wav,T,sadness,0.0,4.023562,4.023562
