generated_file,speaker_id,segment_order,source_file,emotion_code,emotion_name,start_sec,end_sec,duration_sec
11FETN001.wav,11,1,11a04Fd.wav,F,happiness,0.0,1.886,1.886
11FETN001.wav,11,2,11b01Eb.wav,E,disgust,1.886,4.940375,3.054375
11FETN001.wav,11,3,11b02Td.wav,T,sadness,4.940375,8.544625,3.60425
11FETN001.wav,11,4,11b09Na.wav,N,neutral,8.544625,10.963875,2.41925
11FFWA002.wav,11,1,11a02Fb.wav,F,happiness,0.0,1.785313,1.785313
11FFWA002.wav,11,2,11a04Fd.wav,F,happiness,1.785313,3.671312,1.886
11FFWA002.wav,11,3,11b02Wb.wav,W,anger,3.671312,6.919937,3.248625
11FFWA002.wav,11,4,11b10Ad.wav,A,fear,6.919937,9.3655,2.445562
11AAW003.wav,11,1,11a01Aa.wav,A,fear,0.0,1.557313,1.557313
11AAW003.wav,11,2,11a05Ad.wav,A,fear,1.557313,4.47375,2.916437
11AAW003.wav,11,3,11b10Wa.wav,W,anger,4.47375,7.359563,2.885813
11LNLN004.wav,11,1,11a01Ld.wav,L,boredom,0.0,2.082187,2.082187
11LNLN004.wav,11,2,11a04Nd.wav,N,neutral,2.082187,3.766188,1.684
11LNLN004.wav,11,3,11a07Ld.wav,L,boredom,3.766188,5.5615,1.795313
11LNLN004.wav,11,4,11b10Nc.wav,N,neutral,5.5615,7.694063,2.132563
11ANWN005.wav,11,1,11a01Aa.wav,A,fear,0.0,1.557313,1.557313
11ANWN005.wav,11,2,11a04Nd.wav,N,neutral,1.557313,3.241313,1.684
11ANWN005.wav,11,3,11a04Wc.wav,W,anger,3.241313,5.92025,2.678937
11ANWN005.wav,11,4,11b03Nb.wav,N,neutral,5.92025,9.541187,3.620938
11FTLN006.wav,11,1,11a05Fc.wav,F,happiness,0.0,3.926438,3.926438
11FTLN006.wav,11,2,11a07Ta.wav,T,sadness,3.926438,6.093813,2.167375
11FTLN006.wav,11,3,11b01Lb.wav,L,boredom,6.093813,8.887563,2.79375
11FTLN006.wav,11,4,11b10Nc.wav,N,neutral,8.887563,11.020125,2.132563
11EATW007.wav,11,1,11b01Eb.wav,E,disgust,0.0,3.054375,3.054375
11EATW007.wav,11,2,11b02Ab.wav,A,fear,3.054375,5.54425,2.489875
11EATW007.wav,11,3,11b03Td.wav,T,sadness,5.54425,11.44925,5.905
11EATW007.wav,11,4,11b10Wa.wav,W,anger,11.44925,14.335062,2.885813
11LWAA008.wav,11,1,11a01Ld.wav,L,boredom,0.0,2.082187,2.082187
11LWAA008.wav,11,2,11a07Wc.wav,W,anger,2.082187,4.320562,2.238375
11LWAA008.wav,11,3,11b01Ab.wav,A,fear,4.320562,6.344812,2.02425
11LWAA008.wav,11,4,11b09Ad.wav,A,fear,6.344812,9.108625,2.763812
11WFL009.wav,11,1,11a01Wc.wav,W,anger,0.0,1.91975,1.91975
11WFL009.wav,11,2,11a05Fb.wav,F,happiness,1.91975,5.46325,3.5435
11WFL009.wav,11,3,11a07Ld.wav,L,boredom,5.46325,7.258563,1.795313
11EL010.wav,11,1,11a02Ec.wav,E,disgust,0.0,1.91,1.91
11EL010.wav,11,2,11b10Ld.wav,L,boredom,1.91,5.233437,3.323437
11AAFW011.wav,11,1,11a01Aa.wav,A,fear,0.0,1.557313,1.557313
11AAFW011.wav,11,2,11a01Ab.wav,A,fear,1.557313,3.061562,1.50425
11AAFW011.wav,11,3,11b09Fd.wav,F,happiness,3.061562,6.098125,3.036563
11AAFW011.wav,11,4,11b10Wa.wav,W,anger,6.098125,8.983937,2.885813
11NWWF012.wav,11,1,11a05Na.wav,N,neutral,0.0,3.3205,3.3205
11NWWF012.wav,11,2,11b01Wd.wav,W,anger,3.3205,6.135187,2.814687
11NWWF012.wav,11,3,11b02Wb.wav,W,anger,6.135187,9.383812,3.248625
11NWWF012.wav,11,4,11b03Fc.wav,F,happiness,9.383812,13.213625,3.829813
11ANFA013.wav,11,1,11a04Ac.wav,A,fear,0.0,1.535562,1.535562
11ANFA013.wav,11,2,11a04Nd.wav,N,neutral,1.535562,3.219562,1.684
11ANFA013.wav,11,3,11a05Fc.wav,F,happiness,3.219562,7.146,3.926438
11ANFA013.wav,11,4,11a07Ac.wav,A,fear,7.146,9.048438,1.902438
11WNWA014.wav,11,1,11a02Wc.wav,W,anger,0.0,2.425937,2.425937
11WNWA014.wav,11,2,11a05Na.wav,N,neutral,2.425937,5.746437,3.3205
11WNWA014.wav,11,3,11b02Wb.wav,W,anger,5.746437,8.995062,3.248625
11WNWA014.wav,11,4,11b10Ad.wav,A,fear,8.995062,11.440625,2.445562
11FNTW015.wav,11,1,11a05Fc.wav,F,happiness,0.0,3.926438,3.926438
11FNTW015.wav,11,2,11b01Nc.wav,N,neutral,3.926438,6.146625,2.220188
11FNTW015.wav,11,3,11b03Td.wav,T,sadness,6.146625,12.051625,5.905
11FNTW015.wav,11,4,11b03Wa.wav,W,anger,12.051625,16.116438,4.064813
11LLA016.wav,11,1,11a07Ld.wav,L,boredom,0.0,1.795313,1.795313
11LLA016.wav,11,2,11b03Lc.wav,L,boredom,1.795313,6.248188,4.452875
11LLA016.wav,11,3,11b10Ad.wav,A,fear,6.248188,8.69375,2.445562
11FFA017.wav,11,1,11a02Fb.wav,F,happiness,0.0,1.785313,1.785313
11FFA017.wav,11,2,11b09Fd.wav,F,happiness,1.785313,4.821875,3.036563
11FFA017.wav,11,3,11b10Ad.wav,A,fear,4.821875,7.267437,2.445562
11FNLA018.wav,11,1,11a02Fb.wav,F,happiness,0.0,1.785313,1.785313
11FNLA018.wav,11,2,11a04Nd.wav,N,neutral,1.785313,3.469313,1.684
11FNLA018.wav,11,3,11a07Ld.wav,L,boredom,3.469313,5.264625,1.795313
11FNLA018.wav,11,4,11b09Ad.wav,A,fear,5.264625,8.028438,2.763812
11ATWN019.wav,11,1,11a04Ac.wav,A,fear,0.0,1.535562,1.535562
11ATWN019.wav,11,2,11a05Td.wav,T,sadness,1.535562,7.208875,5.673312
11ATWN019.wav,11,3,11b02Wb.wav,W,anger,7.208875,10.4575,3.248625
11ATWN019.wav,11,4,11b09Na.wav,N,neutral,10.4575,12.87675,2.41925
11ATN020.wav,11,1,11a01Aa.wav,A,fear,0.0,1.557313,1.557313
11ATN020.wav,11,2,11a07Ta.wav,T,sadness,1.557313,3.724687,2.167375
11ATN020.wav,11,3,11b09Na.wav,N,neutral,3.724687,6.143937,2.41925
11WLNN021.wav,11,1,11a04Wc.wav,W,anger,0.0,2.678937,2.678937
11WLNN021.wav,11,2,11b03Lc.wav,L,boredom,2.678937,7.131812,4.452875
11WLNN021.wav,11,3,11b03Nb.wav,N,neutral,7.131812,10.75275,3.620938
11WLNN021.wav,11,4,11b10Nc.wav,N,neutral,10.75275,12.885312,2.132563
11TFN022.wav,11,1,11a02Tc.wav,T,sadness,0.0,2.0645,2.0645
11TFN022.wav,11,2,11b03Fc.wav,F,happiness,2.0645,5.894312,3.829813
11TFN022.wav,11,3,11b09Na.wav,N,neutral,5.894312,8.313562,2.41925
11ALTF023.wav,11,1,11a01Ab.wav,A,fear,0.0,1.50425,1.50425
11ALTF023.wav,11,2,11a02Ld.wav,L,boredom,1.50425,3.10975,1.6055
11ALTF023.wav,11,3,11a05Td.wav,T,sadness,3.10975,8.783062,5.673312
11ALTF023.wav,11,4,11b01Fc.wav,F,happiness,8.783062,11.338,2.554937
11FTNA024.wav,11,1,11b02Fd.wav,F,happiness,0.0,3.114937,3.114937
11FTNA024.wav,11,2,11b02Td.wav,T,sadness,3.114937,6.719188,3.60425
11FTNA024.wav,11,3,11b09Na.wav,N,neutral,6.719188,9.138438,2.41925
11FTNA024.wav,11,4,11b10Ae.wav,A,fear,9.138438,12.081,2.942563
11LNWA025.wav,11,1,11a01Ld.wav,L,boredom,0.0,2.082187,2.082187
11LNWA025.wav,11,2,11a05Na.wav,N,neutral,2.082187,5.402687,3.3205
11LNWA025.wav,11,3,11b03Wb.wav,W,anger,5.402687,10.616187,5.2135
11LNWA025.wav,11,4,11b10Ae.wav,A,fear,10.616187,13.55875,2.942563
11NWEL026.wav,11,1,11a04Nd.wav,N,neutral,0.0,1.684,1.684
11NWEL026.wav,11,2,11a04Wc.wav,W,anger,1.684,4.362938,2.678937
11NWEL026.wav,11,3,11b01Eb.wav,E,disgust,4.362938,7.417312,3.054375
11NWEL026.wav,11,4,11b10Ld.wav,L,boredom,7.417312,10.74075,3.323437
11FFTA027.wav,11,1,11a04Fd.wav,F,happiness,0.0,1.886,1.886
11FFTA027.wav,11,2,11a05Fb.wav,F,happiness,1.886,5.4295,3.5435
11FFTA027.wav,11,3,11a05Td.wav,T,sadness,5.4295,11.102812,5.673312
11FFTA027.wav,11,4,11b01Ab.wav,A,fear,11.102812,13.127062,2.02425
11AFNT028.wav,11,1,11a01Ab.wav,A,fear,0.0,1.50425,1.50425
11AFNT028.wav,11,2,11b02Fd.wav,F,happiness,1.50425,4.619187,3.114937
11AFNT028.wav,11,3,11b02Na.wav,N,neutral,4.619187,7.318,2.698812
11AFNT028.wav,11,4,11b10Td.wav,T,sadness,7.318,11.207562,3.889562
11TTEA029.wav,11,1,11a02Tc.wav,T,sadness,0.0,2.0645,2.0645
11TTEA029.wav,11,2,11a05Td.wav,T,sadness,2.0645,7.737812,5.673312
11TTEA029.wav,11,3,11b01Eb.wav,E,disgust,7.737812,10.792187,3.054375
11TTEA029.wav,11,4,11b10Ae.wav,A,fear,10.792187,13.73475,2.942563
11WAFF030.wav,11,1,11a02Wc.wav,W,anger,0.0,2.425937,2.425937
11WAFF030.wav,11,2,11a04Ac.wav,A,fear,2.425937,3.9615,1.535562
11WAFF030.wav,11,3,11a04Fd.wav,F,happiness,3.9615,5.8475,1.886
11WAFF030.wav,11,4,11a05Fb.wav,F,happiness,5.8475,9.391,3.5435
11WWAW031.wav,11,1,11a01Wc.wav,W,anger,0.0,1.91975,1.91975
11WWAW031.wav,11,2,11a05Wd.wav,W,anger,1.91975,5.958,4.03825
11WWAW031.wav,11,3,11b01Ab.wav,A,fear,5.958,7.98225,2.02425
11WWAW031.wav,11,4,11b03Wb.wav,W,anger,7.98225,13.19575,5.2135
11AA032.wav,11,1,11a05Ad.wav,A,fear,0.0,2.916437,2.916437
11AA032.wav,11,2,11b01Ab.wav,A,fear,2.916437,4.940687,2.02425
11ELNN033.wav,11,1,11a02Ec.wav,E,disgust,0.0,1.91,1.91
11ELNN033.wav,11,2,11b01Lb.wav,L,boredom,1.91,4.70375,2.79375
11ELNN033.wav,11,3,11b01Nc.wav,N,neutral,4.70375,6.923938,2.220188
