generated_file,speaker_id,segment_order,source_file,emotion_code,emotion_name,start_sec,end_sec,duration_sec
15AWFW001.wav,15,1,15a02Ac.wav,A,fear,0.0,1.89275,1.89275
15AWFW001.wav,15,2,15a04Wa.wav,W,anger,1.89275,3.838125,1.945375
15AWFW001.wav,15,3,15a07Fa.wav,F,happiness,3.838125,5.802312,1.964187
15AWFW001.wav,15,4,15b09Wb.wav,W,anger,5.802312,8.458187,2.655875
15FNEL002.wav,15,1,15a01Fb.wav,F,happiness,0.0,1.626625,1.626625
15FNEL002.wav,15,2,15a01Nb.wav,N,neutral,1.626625,3.254875,1.62825
15FNEL002.wav,15,3,15a05Eb.wav,E,disgust,3.254875,7.248437,3.993562
15FNEL002.wav,15,4,15b10Lc.wav,L,boredom,7.248437,9.716062,2.467625
15WWW003.wav,15,1,15a02Wd.wav,W,anger,0.0,1.820688,1.820688
15WWW003.wav,15,2,15a04Wa.wav,W,anger,1.820688,3.766063,1.945375
15WWW003.wav,15,3,15b10Wa.wav,W,anger,3.766063,6.399813,2.63375
15ENWW004.wav,15,1,15a02Ea.wav,E,disgust,0.0,2.449813,2.449813
15ENWW004.wav,15,2,15b03Nb.wav,N,neutral,2.449813,5.65025,3.200438
15ENWW004.wav,15,3,15b03Wa.wav,W,anger,5.65025,9.013188,3.362938
15ENWW004.wav,15,4,15b03Wb.wav,W,anger,9.013188,12.034813,3.021625
15LNLA005.wav,15,1,15a02La.wav,L,boredom,0.0,1.696875,1.696875
15LNLA005.wav,15,2,15a07Nc.wav,N,neutral,1.696875,3.578062,1.881188
15LNLA005.wav,15,3,15b01Lb.wav,L,boredom,3.578062,5.904687,2.326625
15LNLA005.wav,15,4,15b02Aa.wav,A,fear,5.904687,8.87025,2.965562
15AN006.wav,15,1,15a04Ab.wav,A,fear,0.0,1.829687,1.829687
15AN006.wav,15,2,15b02Nd.wav,N,neutral,1.829687,4.619937,2.79025
15ENT007.wav,15,1,15a07Eb.wav,E,disgust,0.0,2.397125,2.397125
15ENT007.wav,15,2,15b02Nd.wav,N,neutral,2.397125,5.187375,2.79025
15ENT007.wav,15,3,15b03Tc.wav,T,sadness,5.187375,10.528437,5.341062
15TW008.wav,15,1,15b02Tc.wav,T,sadness,0.0,3.892,3.892
15TW008.wav,15,2,15b09Wb.wav,W,anger,3.892,6.547875,2.655875
15WALN009.wav,15,1,15a02Wb.wav,W,anger,0.0,1.807187,1.807187
15WALN009.wav,15,2,15a07Ac.wav,A,fear,1.807187,3.618062,1.810875
15WALN009.wav,15,3,15b01Lb.wav,L,boredom,3.618062,5.944687,2.326625
15WALN009.wav,15,4,15b10Nb.wav,N,neutral,5.944687,8.157937,2.21325
15LEAW010.wav,15,1,15a07Ld.wav,L,boredom,0.0,1.801813,1.801813
15LEAW010.wav,15,2,15b01Ec.wav,E,disgust,1.801813,4.77275,2.970937
15LEAW010.wav,15,3,15b02Aa.wav,A,fear,4.77275,7.738313,2.965562
15LEAW010.wav,15,4,15b09Wb.wav,W,anger,7.738313,10.394188,2.655875
15ANW011.wav,15,1,15a04Ac.wav,A,fear,0.0,1.844188,1.844188
15ANW011.wav,15,2,15a04Nc.wav,N,neutral,1.844188,3.542313,1.698125
15ANW011.wav,15,3,15a04Wa.wav,W,anger,3.542313,5.487688,1.945375
15LTWW012.wav,15,1,15a01La.wav,L,boredom,0.0,1.562625,1.562625
15LTWW012.wav,15,2,15a02Ta.wav,T,sadness,1.562625,3.829313,2.266688
15LTWW012.wav,15,3,15b01Wc.wav,W,anger,3.829313,6.460688,2.631375
15LTWW012.wav,15,4,15b09Wb.wav,W,anger,6.460688,9.116563,2.655875
15NNT013.wav,15,1,15a02Na.wav,N,neutral,0.0,1.613875,1.613875
15NNT013.wav,15,2,15a07Nc.wav,N,neutral,1.613875,3.495062,1.881188
15NNT013.wav,15,3,15b09Ta.wav,T,sadness,3.495062,7.510813,4.01575
15WFFN014.wav,15,1,15a01Wa.wav,W,anger,0.0,1.831312,1.831312
15WFFN014.wav,15,2,15a07Fa.wav,F,happiness,1.831312,3.7955,1.964187
15WFFN014.wav,15,3,15a07Fb.wav,F,happiness,3.7955,5.73075,1.93525
15WFFN014.wav,15,4,15b03Nb.wav,N,neutral,5.73075,8.931188,3.200438
